time,output_power,wind_speed,temperature,pressure
2010-01-11 08:00:00+01:00,420360.7967445155,1.8005099999999998,268.33,100259.0
2010-01-11 09:00:00+01:00,460078.98037282727,1.82576,268.69,100257.0
2010-01-11 10:00:00+01:00,494672.8052851797,2.01855,269.12,100248.0
2010-01-11 11:00:00+01:00,516741.21537066787,2.1379900000000003,269.48,100238.0
2010-01-11 12:00:00+01:00,375248.1517920392,2.00769,269.79,100236.0
2010-01-11 13:00:00+01:00,321225.3049822864,1.80917,269.97,100258.0
2010-01-11 14:00:00+01:00,325801.1796038141,1.42653,270.03,100295.0
2010-01-11 15:00:00+01:00,156858.48947734962,1.34362,269.89,100316.0
2010-01-11 16:00:00+01:00,339648.0495183398,1.46702,269.57,100345.0
2010-01-11 17:00:00+01:00,358568.88018177607,1.6386599999999998,269.37,100378.0
2010-01-11 18:00:00+01:00,423911.8016105832,1.86246,269.19,100403.0
2010-01-11 19:00:00+01:00,325255.5426182552,1.90547,268.67,100419.0
2010-01-11 20:00:00+01:00,312398.2958069341,1.82308,268.2,100436.0
2010-01-11 21:00:00+01:00,395252.139118236,1.72118,267.86,100442.0
2010-01-11 22:00:00+01:00,312863.1173190477,1.74138,267.6,100474.0
2010-01-11 23:00:00+01:00,359686.65025258844,1.8003,267.36,100508.0
2010-01-12 00:00:00+01:00,319073.28897146083,1.84148,267.06,100541.0
2010-01-12 01:00:00+01:00,451820.02094023937,1.92741,266.66,100583.0
2010-01-12 02:00:00+01:00,613673.6069869586,1.93418,266.41,100622.0
2010-01-12 03:00:00+01:00,360816.7674164493,1.87651,266.18,100630.0
2010-01-12 04:00:00+01:00,462722.061687557,1.82044,265.89,100626.0
2010-01-12 05:00:00+01:00,479066.59511386865,1.69131,265.59,100620.0
2010-01-12 06:00:00+01:00,356300.9083732737,1.4642700000000002,265.28,100627.0
2010-01-12 07:00:00+01:00,382426.71439045103,1.49276,264.95,100640.0
2010-01-12 08:00:00+01:00,215922.79266220925,1.61151,264.73,100618.0
2010-01-12 09:00:00+01:00,426493.83357774274,1.57282,265.03,100577.0
2010-01-12 10:00:00+01:00,391945.14795787353,1.46438,265.55,100534.0
2010-01-12 11:00:00+01:00,311180.4847480714,1.3661299999999998,266.02,100501.0
2010-01-12 12:00:00+01:00,223497.800824258,1.62996,266.26,100474.0
2010-01-12 13:00:00+01:00,294856.6257054165,1.88521,266.23,100440.0
2010-01-12 14:00:00+01:00,511082.17390975094,1.94913,265.92,100410.0
2010-01-12 15:00:00+01:00,529059.3856296156,2.02281,265.38,100397.0
2010-01-12 16:00:00+01:00,617867.6523230947,2.13853,264.76,100383.0
2010-01-12 17:00:00+01:00,472442.59150105796,2.2309900000000003,264.35,100355.0
2010-01-12 18:00:00+01:00,480656.2894685989,2.34126,264.09,100317.0
2010-01-12 19:00:00+01:00,468679.0447693286,2.48999,263.92,100275.0
2010-01-12 20:00:00+01:00,715418.9260710579,2.58668,263.75,100233.0
2010-01-12 21:00:00+01:00,987904.4968147172,2.82234,263.67,100178.0
2010-01-12 22:00:00+01:00,725959.2376040609,3.13555,263.68,100115.0
2010-01-12 23:00:00+01:00,840916.6058890455,3.1934400000000003,263.7,100070.0
2010-01-13 00:00:00+01:00,1036876.6319694598,3.3570300000000004,263.86,100039.0
2010-01-13 01:00:00+01:00,1123180.7281369623,3.3073900000000003,263.96,100013.0
2010-01-13 02:00:00+01:00,891283.3752661408,3.10984,263.96,99993.8
2010-01-13 03:00:00+01:00,950163.8387338944,2.9885,263.91,99980.8
2010-01-13 04:00:00+01:00,821454.2948675938,3.14098,263.88,99957.5
2010-01-13 05:00:00+01:00,1268091.7668457113,3.51851,263.94,99919.9
2010-01-13 06:00:00+01:00,908189.644893331,3.52321,263.9,99874.7
2010-01-13 07:00:00+01:00,1191222.256721508,3.62597,263.86,99845.7
2010-01-13 08:00:00+01:00,1160150.2794218513,3.75982,263.92,99820.4
2010-01-13 09:00:00+01:00,981694.0402672808,3.68256,264.2,99790.0
2010-01-13 10:00:00+01:00,1402815.6424673595,3.63385,264.85,99774.5
2010-01-13 11:00:00+01:00,1590818.4272322115,3.70876,265.63,99785.2
2010-01-13 12:00:00+01:00,1653756.2816566285,3.88128,266.32,99804.1
2010-01-13 13:00:00+01:00,1441426.0351741198,3.99185,266.71,99811.2
2010-01-13 14:00:00+01:00,1789769.7253390981,4.21296,266.76,99819.3
2010-01-13 15:00:00+01:00,1994447.69496776,4.29547,266.46,99822.4
2010-01-13 16:00:00+01:00,1556047.6366699513,4.29304,265.98,99845.3
2010-01-13 17:00:00+01:00,1688081.1239924934,4.21062,265.57,99852.5
2010-01-13 18:00:00+01:00,1625215.647065405,4.17036,265.17,99857.5
2010-01-13 19:00:00+01:00,1331638.0233932966,3.92328,264.77,99870.1
2010-01-13 20:00:00+01:00,1483394.5889831027,3.85854,264.39,99870.1
2010-01-13 21:00:00+01:00,1132325.5497854028,3.72801,264.0,99855.2
2010-01-13 22:00:00+01:00,921811.6317927877,3.52693,263.66,99840.3
2010-01-13 23:00:00+01:00,948875.5372604436,3.19396,263.27,99840.6
2010-01-14 00:00:00+01:00,925595.6396038756,3.0288,262.96,99845.1
2010-01-14 01:00:00+01:00,697796.9792272376,2.84059,262.66,99838.9
2010-01-14 02:00:00+01:00,737224.443750375,2.74109,262.41,99834.3
2010-01-14 03:00:00+01:00,639263.7908187114,2.82659,262.2,99859.5
2010-01-14 04:00:00+01:00,601491.6392073532,2.71758,262.04,99872.1
2010-01-14 05:00:00+01:00,702970.909795834,2.57865,261.93,99875.7
2010-01-14 06:00:00+01:00,643581.5596266679,2.5949,261.84,99887.1
2010-01-14 07:00:00+01:00,717215.6118160158,2.57361,261.75,99906.6
2010-01-14 08:00:00+01:00,490348.2624405285,2.38848,261.73,99918.7
2010-01-14 09:00:00+01:00,711576.4043428374,2.34113,262.08,99908.6
2010-01-14 10:00:00+01:00,543610.4536301935,2.48199,262.7,99895.7
2010-01-14 11:00:00+01:00,613517.6687656741,2.45764,263.47,99895.1
2010-01-14 12:00:00+01:00,616321.8413750716,2.40889,264.14,99897.1
2010-01-14 13:00:00+01:00,544466.5898073092,2.45508,264.51,99910.3
2010-01-14 14:00:00+01:00,833112.5798204211,2.5169900000000003,264.51,99958.6
2010-01-14 15:00:00+01:00,842836.3888731549,2.6615,264.19,100018.0
2010-01-14 16:00:00+01:00,693742.6418955077,2.80389,263.79,100062.0
2010-01-14 17:00:00+01:00,826367.945843472,2.7145900000000003,263.46,100102.0
2010-01-14 18:00:00+01:00,809630.0853890084,2.62107,263.25,100154.0
2010-01-14 19:00:00+01:00,520465.5217910985,2.45935,263.05,100209.0
2010-01-14 20:00:00+01:00,509550.0104366138,2.44922,262.83,100256.0
2010-01-14 21:00:00+01:00,628040.3733727967,2.4425,262.59,100301.0
2010-01-14 22:00:00+01:00,413530.33472675213,2.26786,262.42,100348.0
2010-01-14 23:00:00+01:00,473782.0132006376,2.01154,262.33,100405.0
2010-01-15 00:00:00+01:00,304471.0220613537,1.87114,262.24,100470.0
2010-01-15 01:00:00+01:00,467457.6671363972,1.84211,262.17,100537.0
2010-01-15 02:00:00+01:00,568644.2204800582,1.86133,262.09,100603.0
2010-01-15 03:00:00+01:00,493037.2209558975,1.82514,262.04,100672.0
2010-01-15 04:00:00+01:00,505011.5699107282,1.6746,262.03,100756.0
2010-01-15 05:00:00+01:00,446804.13190156326,1.48366,262.07,100841.0
2010-01-15 06:00:00+01:00,205253.9587256974,1.39441,262.11,100917.0
2010-01-15 07:00:00+01:00,278397.45471848827,1.37359,262.09,100983.0
2010-01-15 08:00:00+01:00,223174.16077300726,1.40133,262.11,101042.0
2010-01-15 09:00:00+01:00,337804.10206055216,1.41143,262.44,101072.0
2010-01-15 10:00:00+01:00,318999.50417610037,1.39252,263.07,101098.0
2010-01-15 11:00:00+01:00,234977.64650304746,1.29382,263.82,101128.0
2010-01-15 12:00:00+01:00,163313.81113777336,1.16869,264.47,101164.0
2010-01-15 13:00:00+01:00,126012.99187946759,1.09936,264.83,101214.0
